Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425448813,Экомебель,Диван,Берлин рогожка/экокожа 132,817.61,613.21,613.21,25,"Новый, нет одной ножки, повреждения на обивке подлокотников, сколы",https://www.21vek.by/cushioned_furniture/132_ekomebel_04.html,https://cdn21vek.by/img/galleries/6087/334/sale/4178615/preview/2546637609914063255.jpg,https://cdn21vek.by/img/galleries/6087/334/preview/132_ekomebel_04_5f1723cb4e3f0.jpeg
425343848,Polaris,Ультразвуковой увлажнитель воздуха,PUH 7205Di,239.0,143.4,143.4,40,"Был в эксплуатации, после сервиса, царапины, гарантия до 28.03.2023г.",https://www.21vek.by/humidifiers/puh7205di_polaris.html,https://cdn21vek.by/img/galleries/742/817/sale/4083793/preview/8330679992414192019.jpg,https://cdn21vek.by/img/galleries/742/817/preview/puh7205di_polaris_5be140f39618d.jpeg
425448138,Arcopal,Набор тарелок,Zelie / L4122,92.2,73.76,73.76,20,"Новый, сколы на одной тарелке 20см и одной 18см, без гарантии.",https://www.21vek.by/tableware/zeliel4122_arcopal.html,https://cdn21vek.by/img/galleries/5842/874/sale/4177176/preview/8712296141510653937.jpg,https://cdn21vek.by/img/galleries/5842/874/preview/zeliel4122_arcopal_5e1c77cf56b71.jpeg
425446313,Vitek,Утюг,VT-8324,129.9,110.42,110.42,15,"Новый, царапины на подошве, полная гарантия.",https://www.21vek.by/irons/vt8324_vitek.html,https://cdn21vek.by/img/galleries/855/675/sale/4172420/preview/1257664106711379186.jpg,https://cdn21vek.by/img/galleries/855/675/preview/vt8324_vitek_5ee71c937d93b.jpeg
425447958,Vitek,Утюг,VT-8324,129.9,110.42,110.42,15,"Новый, царапины на подошве, полная гарантия.",https://www.21vek.by/irons/vt8324_vitek.html,https://cdn21vek.by/img/galleries/855/675/sale/4176994/preview/6065055427106477426.jpg,https://cdn21vek.by/img/galleries/855/675/preview/vt8324_vitek_5ee71c937d93b.jpeg
425442043,Arnica,Вертикальный пылесос,Tria Pro / ET13310,273.0,163.8,163.8,40,"Был в эксплуатации, после сервисного обслуживания (восстановление контакта кнопки), царапины, загрязнения, нет заводской упаковки, гарантия 3 месяца.",https://www.21vek.by/vacuum/triaproet13310_arnica.html,https://cdn21vek.by/img/galleries/6420/404/sale/4160948/preview/6668684815965957232.jpg,https://cdn21vek.by/img/galleries/6420/404/preview/triaproet13310_arnica_60472295f3173.jpeg
425358998,Sencor,Вертикальный пылесос,SVC 0741YL,683.28,303.68,303.68,56,"Был в эксплуатации, после сервисного обслуживания, царапины, загрязнения, отсутствует насадка из микрофибры. Гарантия до 10.11.2022г.",https://www.21vek.by/vacuum/svc0741yl_sencor.html,https://cdn21vek.by/img/galleries/6316/128/sale/4105994/preview/8352692018548084090.jpg,https://cdn21vek.by/img/galleries/6316/128/preview/svc0741yl_sencor_5ff2a4f930c52.jpeg
425462573,Endever,Миксер стационарный,Sigma-28,374.0,280.5,280.5,25,"Был в эксплуатации, вмятины, царапины, загрязнения, гарантия по 28.04.2023г.",https://www.21vek.by/mixer/sigma28_endever.html,https://cdn21vek.by/img/galleries/5816/58/sale/4185941/preview/4840555216048724072.jpg,https://cdn21vek.by/img/galleries/5816/58/preview/sigma28_endever_5fd059265f019.jpeg
425155147,Samsung,Морозильник,RZ32M7110SA/WT,3009.0,1592.41,1592.41,47,"Новый, вмятины на двери холодильной камеры вверху справа, повреждена заводская упаковка, полная гарантия.",https://www.21vek.by/freezers/rz32m7110sawt_samsung.html,https://cdn21vek.by/img/galleries/550/202/sale/3993349/preview/7729290066782938374.jpg,https://cdn21vek.by/img/galleries/550/202/preview/rz32m7110sawt_samsung_5a97ab5e3edb9.jpeg
425156251,Samsung,Морозильник,RZ32M7110SA/WT,3009.0,1592.41,1781.34,47,"Новый, вмятины на дверце, повреждена заводская упаковка, полная гарантия.",https://www.21vek.by/freezers/rz32m7110sawt_samsung.html,https://cdn21vek.by/img/galleries/550/202/sale/4000552/preview/8756493747282973820.jpg,https://cdn21vek.by/img/galleries/550/202/preview/rz32m7110sawt_samsung_5a97ab5e3edb9.jpeg
425415263,Bosch,Газовый котел,WBN 6000-24 CRN / 7736900198,2279.0,1476.0,1476.0,35,"Новый, царапины, прокручивается резьба в насосе.",https://www.21vek.by/boilers/wbn600024crn7736900198_bosch.html,https://cdn21vek.by/img/galleries/6600/324/sale/4118893/preview/342158995742724629.jpg,https://cdn21vek.by/img/galleries/6600/324/preview/wbn600024crn7736900198_bosch_61b759f4bdd68.jpeg
425449828,Юни Двери,Дверь межкомнатная,Стандарт-01 90x200,65.0,39.85,39.85,39,"Новая, потертости на полотне",https://www.21vek.by/interior_doors/0190x200_unidveri_049.html,https://cdn21vek.by/img/galleries/6446/618/sale/4180120/preview/1367956187712175041.jpg,https://cdn21vek.by/img/galleries/6446/618/preview/0190x200_unidveri_049_605aee1888c09.jpeg
425441473,Electrolux,Электрический духовой шкаф,OEF5C50V,2346.0,1436.5,1436.5,39,"Новый, вмятины и сколы на крыше, скол на углу основания на лицевой части вверху справа, нет заводской упаковки, полная гарантия.",https://www.21vek.by/ovens/oef5c50v_electrolux.html,https://cdn21vek.by/img/galleries/1086/264/sale/4160200/preview/5265689626337387193.jpg,https://cdn21vek.by/img/galleries/1086/264/preview/oef5c50v_electrolux_5d22f66dc7e29.jpeg
425424693,Cezaris,Плита газовая,ПГ 2150-11,508.0,340.36,340.36,33,"Был в эксплуатации, царапины, загрязнения, гарантия по 21.04.2023г.",https://www.21vek.by/cookers/215011_cezaris.html,https://cdn21vek.by/img/galleries/5980/712/sale/4141027/preview/3954606766779172580.jpg,https://cdn21vek.by/img/galleries/5980/712/preview/215011_cezaris_5eb11c11bc8b6.png
425436803,Rikko,Тумба,Ларго 2.0 TV,304.62,231.51,231.51,24,"Новая, небольшие сколы на внутренней стороне верхней крышки",https://www.21vek.by/chests_of_drawers/20tv_ricco.html,https://cdn21vek.by/img/galleries/6016/120/sale/4153843/preview/6026881487909002596.jpg,https://cdn21vek.by/img/galleries/6016/120/preview/20tv_ricco_6024f9cd0bf09.jpeg
425462533,Philips,Кофемашина,HD7769/00,878.0,386.32,386.32,56,"Была в эксплуатации, после сервисного обслуживания (ремонт гидросистемы), царапины, загрязнения, нет заводской упаковки, гарантия 3 месяца.",https://www.21vek.by/coffee_machines/hd776900_philips.html,https://cdn21vek.by/img/galleries/751/413/sale/4019469/preview/606474364270976600.jpg,https://cdn21vek.by/img/galleries/751/413/preview/hd776900_philips_5c2c8a76990bd.jpeg
425449058,Vitesse,Гейзерная кофеварка,VS-2642,55.22,31.52,31.52,43,"Новая, сколы краски, царапины, повреждена заводская упаковка, гарантия 14 дней.",https://www.21vek.by/cezves/vs2642_vitesse_02.html,https://cdn21vek.by/img/galleries/6549/112/sale/4178603/preview/222868881650424648.jpg,https://cdn21vek.by/img/galleries/6549/112/preview/vs2642_vitesse_02_60a4d2610aef0.jpeg
425449468,Mio Tesoro,Стул,Амадео SC-161,145.0,81.75,81.75,44,"Новый, незначительно неустойчив",https://www.21vek.by/chairs/sc161_mio_tesoro_03.html,https://cdn21vek.by/img/galleries/6746/231/sale/4179213/preview/6740072307917901572.jpg,https://cdn21vek.by/img/galleries/6746/231/preview/sc161_mio_tesoro_03_61cbac230c472.jpeg
425444638,Sundays,Батут,Champion Grand D252,649.0,486.75,486.75,25,"Новый, нет защитной сетки.",https://www.21vek.by/tramps/championgrandd252_sundays.html,,https://cdn21vek.by/img/galleries/65573/336/preview/championgrandd252_sundays_627d8181a8247.jpeg
425446103,Sundays,Батут,Champion Grand D252,649.0,486.75,486.75,25,"Новый, нет защитной сетки.",https://www.21vek.by/tramps/championgrandd252_sundays.html,,https://cdn21vek.by/img/galleries/65573/336/preview/championgrandd252_sundays_627d8181a8247.jpeg
425437038,Стендмебель,Горка,Ингрид,367.0,245.89,245.89,33,"Новая, незначительный скол на крышке",https://www.21vek.by/cupboards/stendmebel_0101.html,https://cdn21vek.by/img/galleries/6815/418/sale/4154799/preview/4769553481702984221.jpg,https://cdn21vek.by/img/galleries/6815/418/preview/stendmebel_0101_615ab42a73b5d.jpeg
425353618,Универсал,Ванна чугунная,Ностальжи-У 150x70,1126.0,608.04,608.04,46,"Трещина эмали на углу ванны, скол на другом",https://www.21vek.by/bathtubs/universal_06.html,https://cdn21vek.by/img/galleries/110/597/sale/3953367/preview/5041410864553758358.jpg,https://cdn21vek.by/img/galleries/110/597/preview/universal_06_5d0cd2e05a854.jpeg
425415628,Универсал,Ванна чугунная,Ностальжи-У 150x70,1126.0,608.04,810.72,28,Скол на углу ванны,https://www.21vek.by/bathtubs/universal_06.html,https://cdn21vek.by/img/galleries/110/597/sale/4120355/preview/5824822291029606191.jpg,https://cdn21vek.by/img/galleries/110/597/preview/universal_06_5d0cd2e05a854.jpeg
425434853,Rowenta,Фен-щётка,CF7812F0,202.0,163.62,163.62,19,"Новая, в комплекте не щетки (38 мм), полная гарантия.",https://www.21vek.by/hairdryers_brushes/cf7812f0_rowenta.html,https://cdn21vek.by/img/galleries/795/863/sale/4148855/preview/8164202449288305826.jpg,https://cdn21vek.by/img/galleries/795/863/preview/cf7812f0_rowenta_5c0faa59b6b6e.jpeg
425418088,Элетех,Бра,Маэстро 511 НББ 01-60-137 / 1005404224,58.79,37.04,39.98,32,"Товар новый. Царапины, потертости. Нетоварный вид упаковки.",https://www.21vek.by/wall_lighting/51101601371005404224_eletech.html,https://cdn21vek.by/img/galleries/5967/673/sale/4127418/preview/7784310165816889628.jpg,https://cdn21vek.by/img/galleries/5967/673/preview/51101601371005404224_eletech_5e8b07a82c238.jpeg
425418283,Элетех,Бра,Маэстро 511 НББ 01-60-137 / 1005404224,58.79,37.04,37.04,30,"Товар новый. Царапины, потертости. Нетоварный вид упаковки.",https://www.21vek.by/wall_lighting/51101601371005404224_eletech.html,https://cdn21vek.by/img/galleries/5967/673/sale/4127457/preview/464994648637771378.jpg,https://cdn21vek.by/img/galleries/5967/673/preview/51101601371005404224_eletech_5e8b07a82c238.jpeg
425217469,VDK,Детская кроватка,Magico Mini / Кр1-03м,227.4,113.7,138.71,39,"Новая, следы сборки. На одной из стенок качалки неправильно впресованна втулка для механизма качания. Гарантия 1 месяц.",https://www.21vek.by/baby_cots/magicomini103_vdk.html,https://cdn21vek.by/img/galleries/507/236/sale/4049840/preview/2919699336115272996.jpg,https://cdn21vek.by/img/galleries/507/236/preview/magicomini103_vdk_5fc4c1ed2c536.jpeg
425468083,VDK,Детская кроватка,Magico Mini / Кр1-03м,227.4,113.7,113.7,50,"Новая, собиралась, возможны трудности со сборкой(один конфирмат не зажимается), дефекты покрытия. Без гарантии",https://www.21vek.by/baby_cots/magicomini103_vdk.html,https://cdn21vek.by/img/galleries/507/236/sale/4198607/preview/5397926912547999271.jpg,https://cdn21vek.by/img/galleries/507/236/preview/magicomini103_vdk_5fc4c1ed2c536.jpeg
425213003,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,304.56,46,Мелкие столы и царапины,https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4042259/preview/8187221202711655581.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220468,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,276.36,51,"Царапины, сколы на углах",https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056741/preview/601281415064285599.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220513,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,366.6,35,Царапины,https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056762/preview/3593334209349988871.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220518,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,321.48,43,Царапины,https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056778/preview/445408090694016766.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220568,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,338.4,40,Царапины,https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056730/preview/4318170778420114385.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220573,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,321.48,43,"Царапины, скол на углу",https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056755/preview/6074238619867525375.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
425220623,Универсал,Душевой поддон,Чугунный эмалированный,564.0,276.36,321.48,43,Царапины и мелкие сколы,https://www.21vek.by/shower_cabins/universal_013.html,https://cdn21vek.by/img/galleries/5979/353/sale/4056816/preview/1563674720867405052.jpg,https://cdn21vek.by/img/galleries/5979/353/preview/universal_013_5eaac405c0568.jpeg
